为什么	wsm
乳酪	rulk
如来	rull
入理	ruli
入殓	rulm
入列	rulx
入流	rulq
人生路不熟	rulu
如雷	rulz
辱骂	ruma
人生目标	rumb
入门	rumf
如梦	rumg
入梦	rumg
入迷	rumi
乳名	rumy
入眠	rumm
辱没	rumo
乳母	rumu
人寿年丰	runf
如能	rung
乳娘	rund
乳牛	runq
入内	runz
热水瓶	rupy
入侵	ruqn
如期	ruqi
热水器	ruqi
如其	ruqi
如前	ruqm
入秋	ruqq
入圈	ruqr
人身权	ruqr
弱势群体	ruqt
入群	ruqp
人山人海	rurh
如诗如画	rurh
人生若只如初见	rurj
人生如梦	rurm
如若	ruro
人生如棋	rurq
认识认识	ruru
如入	ruru
日上三竿	rusg
如斯	rusi
如梭	ruso
弱水三千	rusq
乳酸	rusr
如上所述	rusu
弱水三千只取一瓢饮	rusy
人是铁饭是钢	rutg
乳糖	ruth
如题	ruti
入托	ruto
入团	rutr
如同	ruts
如图	rutu
入土	rutu
乳头	rutb
惹是生非	ruuf
入神	ruuf
儒生	ruug
人身事故	ruug
如上	ruuh
让事实说话	ruuh
如实	ruui
入市	ruui
如是	ruui
如山	ruuj
如数	ruuu
儒术	ruuu
如属	ruuu
入睡	ruuv
如水	ruuv
入手	ruub
肉食者鄙	ruvb
汝州	ruvb
乳罩	ruvk
容身之地	ruvd
人事制度	ruvd
如释重负	ruvf
入账	ruvh
入帐	ruvh
入职	ruvi
乳汁	ruvi
入住	ruvu
忍受住	ruvu
入主	ruvu
入赘	ruvv
人谁无过	ruwg
入网	ruwh
入伍	ruwu
如无	ruwu
入围	ruwz
入微	ruwz
如未	ruwz
入心	ruxn
入戏	ruxi
如戏	ruxi
入席	ruxi
乳腺	ruxm
入邪	ruxx
乳臭	ruxq
入选	ruxr
入学	ruxt
儒学	ruxt
如需	ruxu
如下	ruxw
入夏	ruxw
柔声细语	ruxy
儒雅	ruya
如因	ruyn
如要	ruyk
乳液	ruye
入夜	ruye
日升月恒	ruyh
汝阳	ruyh
如意	ruyi
如一	ruyi
如以	ruyi
如烟	ruyj
入眼	ruyj
日晒雨淋	ruyl
如用	ruys
如约	ruyt
如玉	ruyu
如遇	ruyu
入狱	ruyu
如与	ruyu
人是衣妆	ruyv
如云	ruyp
如有	ruyb
热水澡	ruzk
褥子	ruzi
软柿子	ruzi
入座	ruzo
人生自古谁无死	ruzs
人生在世	ruzu
人身自由	ruzy
仁者爱人	rvar
肉中刺	rvci
任重才轻	rvcq
柔中带刚	rvdg
瑞典	rvdm
任重道远	rvdy
任重而道远	rvey
锐化	rvhw
人之常情	rviq
人至察则无徒	rvit
锐减	rvjm
锐角	rvjc
仁者见仁	rvjr
人之将死	rvjs
人中龙凤	rvlf
锐利	rvli
瑞丽	rvli
热胀冷缩	rvls
仁者乐山	rvlu
软着陆	rvlu
认知码	rvma
如之奈何	rvnh
锐气	rvqi
如琢如磨	rvrm
绕指柔	rvrb
瑞士	rvui
瑞兆	rvvk
睿智	rvvi
人中之龙	rvvl
仁者无敌	rvwd
日臻完美	rvwm
日臻完善	rvwu
人证物证	rvwv
瑞星	rvxy
瑞雪	rvxt
锐意	rvyi
仁至义尽	rvyj
人争一口气	rvyq
热衷于	rvyu
人为财死	rwcs
人文地理	rwdl
人文关怀	rwgh
人往高处走	rwgz
人无横财不富	rwhf
忍无可忍	rwkr
任务栏	rwlj
人无千日好	rwqh
若无其事	rwqu
人五人六	rwrl
人物志	rwvi
人亡政息	rwvx
人文主义	rwvy
人无完人	rwwr
人无我有	rwwy
人无信不立	rwxl
润物细无声	rwxu
人无远虑	rwyl
人微言轻	rwyq
人外有人	rwyr
融为一体	rwyt
若为自由故	rwzg
绕弯子	rwzi
人心不古	rxbg
人心不足蛇吞象	rxbx
人行道	rxdk
人心浮动	rxfd
热血沸腾	rxft
人小鬼大	rxgd
人心隔肚皮	rxgp
人行横道	rxhd
人心惶惶	rxhh
人心涣散	rxhs
人性化	rxhw
热心肠	rxih
人心莫测	rxmc
人心难测	rxnc
热血男儿	rxne
日行千里	rxql
人心齐泰山移	rxqy
热心人	rxrf
柔心弱骨	rxrg
仁心仁术	rxru
人心思变	rxsb
人心思定	rxsd
人心所归	rxsg
人心丧尽	rxsj
入乡随俗	rxss
人心所向	rxsx
任贤使能	rxun
容膝之地	rxvd
瑞雪兆丰年	rxvn
荣幸之至	rxvv
乳臭未干	rxwg
任性妄为	rxww
人心向背	rxxb
人心险恶	rxxe
人心向善	rxxu
日新月异	rxyy
润笔	rpbi
软硬不吃	rybi
日夜操劳	rycl
日月蹉跎	ryct
仁义道德	rydd
人有旦夕祸福	rydf
绕一大圈	rydq
如鱼得水	rydu
如约而至	ryev
肉眼凡夫	ryff
饶有风趣	ryfq
肉眼凡胎	ryft
润肤	rpfu
润肺	rpfz
日月光华	rygh
如意港	rygh
荣誉感	rygj
人欲横流	ryhl
润滑	rphw
润喉	rphb
荣誉称号	ryih
润肠	rpih
润唇	rpip
日夜兼程	ryji
软硬件	ryjm
锐意进取	ryjq
软硬兼施	ryju
如意吉祥	ryjx
日以继夜	ryjy
仁义君子	ryjz
肉眼可见	rykj
人言可畏	rykw
人要脸树要皮	rylp
如有雷同	rylt
仁义礼智信	rylx
人仰马翻	rymf
闰年	rpnm
日用品	rypn
人以群分	ryqf
日月齐光	ryqg
任意球	ryqq
绕一圈	ryqr
荣誉权	ryqr
忍一忍	ryrf
闰日	rpri
日月如梭	ryrs
若要人不知	ryrv
若有若无	ryrw
若隐若现	ryrx
揉一揉	ryrb
润色	rpse
人有三急	rysj
如意算盘	rysp
若有所思	ryss
若有所失	rysu
若有所悟	rysw
如影随形	rysx
日月同辉	ryth
日益突出	ryti
日月潭	rytj
人妖殊途	ryut
如有神助	ryuv
如蝇逐臭	ryvi
仁义之师	ryvu
儒以文乱法	rywf
日月无光	rywg
容易忘	rywh
如烟往事	rywu
日益完善	rywu
润物	rpwu
软玉温香	rywx
日月星辰	ryxi
容易些	ryxx
饶有兴趣	ryxq
人烟稀少	ryxu
饶有兴致	ryxv
如愿以偿	ryyi
容颜易老	ryyl
闰月	rpyt
日益严重	ryyv
人云亦云	ryyy
日益月滋	ryyz
润泽	rpze
日益增长	ryzv
人言啧啧	ryzz
肉包	rbbk
肉饼	rbby
肉搏	rbbo
揉擦	rbca
肉刺	rbci
揉搓	rbco
柔道	rbdk
肉弹	rbdj
肉蛋	rbdj
肉丁	rbdy
人走灯灭	rzdm
肉盾	rbdp
肉贩	rbfj
肉脯	rbfu
肉羹	rbgg
肉感	rbgj
柔光	rbgd
肉桂	rbgv
认祖归宗	rzgz
柔和	rbhe
糅合	rbhe
柔滑	rbhw
如坐春风	rzif
揉成	rbig
柔肠	rbih
人走茶凉	rzil
肉串	rbir
人赃俱获	rzjh
肉鸡	rbji
肉酱	rbjd
肉价	rbjw
孺子可教	rzkj
蹂躏	rbln
肉瘤	rblq
肉类	rblz
肉麻	rbma
肉糜	rbmi
揉面	rbmm
肉末	rbmo
柔美	rbmz
柔嫩	rbnf
揉捻	rbnm
揉捏	rbnx
孺子牛	rznq
肉排	rbpl
肉皮	rbpi
肉片	rbpm
肉票	rbpc
肉铺	rbpu
肉禽	rbqn
柔情	rbqy
柔韧	rbrf
如醉如痴	rzri
柔弱	rbro
柔润	rbrp
揉揉	rbrb
肉色	rbse
乳白色	rbse
肉丝	rbsi
肉松	rbss
揉碎	rbsv
肉疼	rbtg
肉汤	rbth
肉体	rbti
肉摊	rbtj
肉痛	rbts
肉头	rbtb
柔纱	rbua
肉身	rbuf
柔术	rbuu
柔顺	rbup
揉着	rbve
肉质	rbvi
鞣制	rbvi
如坐针毡	rzvv
人在屋檐下	rzwx
人造卫星	rzwx
柔性	rbxy
肉香	rbxd
肉馅	rbxm
肉芽	rbya
肉眼	rbyj
肉圆	rbyr
肉用	rbys
肉欲	rbyu
日滋月益	rzyy
荣宗耀祖	rzyz
认贼作父	rzzf
肉粽	rbzs
洒遍	sabm
撒播	sabo
撒旦	sadj
撒刁	sadc
撒谎	sahd
撒欢	sahr
撒娇	sajc
洒家	sajw
萨迦	sajw
撒开	sakl
撒赖	sall
洒落	salo
洒泪	salz
洒满	samj
萨满	samj
撒尿	sanc
撒泼	sapo
撒气	saqi
飒然	sarj
洒洒	sasa
洒扫	sask
萨斯	sasi
洒脱	sato
撒腿	satv
飒爽	saud
洒水	sauv
撒手	saub
撒种	savs
撒网	sawh
洒向	saxd
洒下	saxw
洒药	sayk
撒野	saye
洒在	sazl
撒在	sazl
三步并作两步	sbbb
斯巴达	sbda
三班倒	sbdk
斯巴达克	sbdk
搜到	sbdk
死不改悔	sbgh
三不管	sbgr
死不悔改	sbhg
三把火	sbho
思不出位	sbiw
所不及	sbji
搜集	sbji
三拜九叩	sbjk
俗不可耐	sbkn
酸不溜丢	sbld
随便了	sble
三百六十行	sblh
酸不拉几	sblj
算不了什么	sblm
算不了	sblc
三百六十五	sblw
死不瞑目	sbmm
随便你	sbni
随便你了	sbnl
三八婆	sbpo
三部曲	sbqu
溯本求源	sbqy
算不算	sbsr
算不上	sbuh
随便说说	sbuu
损兵折将	sbvj
随波逐流	sbvl
四不像	sbxd
素不相识	sbxu
死不旋踵	sbxv
色不异空	sbyk
虽败犹荣	sbyr
散兵游勇	sbyy
腮帮子	sbzi
死不足惜	sbzx
扫把	skba
骚包	skbk
色彩缤纷	scbf
色彩斑斓	scbl
三寸不烂之舌	scbu
扫荡	skdh
骚动	skds
扫毒	skdu
扫过	skgo
扫黄	skhd
骚货	skho
扫货	skho
扫黑	skhz
扫除	skiu
三寸金莲	scjl
骚客	skke
扫了	skle
扫脸	sklm
骚乱	sklr
扫雷	sklz
扫码	skma
扫盲	skmh
扫描	skmc
扫墓	skmu
扫平	skpy
骚气	skqi
松口气	skqi
扫清	skqy
扫去	skqu
四库全书	skqu
骚扰	skrk
骚人	skrf
嫂嫂	sksk
思考思考	sksk
三从四德	scsd
搔头	sktb
扫射	skue
扫视	skui
三寸之舌	scvu
扫帚	skvb
扫尾	skwz
扫兴	skxy
似曾相识燕归来	scxl
扫雪	skxt
似曾相识	scxu
瘙痒	skyh
搔痒	skyh
嫂子	skzi
腮帮	slbh
腮边	slbm
塑料薄膜	slbm
色胆包天	sdbt
塞北	slbz
随地大小便	sddb
赛道	sldk
赛地	sldi
赛点	sldm
赛段	sldr
似懂非懂	sdfd
四大发明	sdfm
斯德哥尔摩	sdgm
赛过	slgo
三等功	sdgs
塞给	slgz
腮红	slhs
赛会	slhv
赛后	slhb
撒豆成兵	sdib
赛车	slie
三轮车	slie
塞车	slie
赛程	slig
赛场	slih
塑料厂	slih
扫地出门	sdim
赛出	sliu
塞进	sljn
赛季	slji
四大皆空	sdjk
三等奖	sdjd
腮颊	sljw
赛况	slkd
斯大林	sdln
死定了	sdle
随大流	sdlq
死到临头	sdlt
赛马	slma
塞满	slmj
四大名著	sdmv
赛跑	slpk
苏东坡	sdpo
赛期	slqi
赛前	slqm
死得其所	sdqs
赛区	slqu
死里求生	slqu
三代人	sdrf
赛艇	slty
死对头	sdtb
塞上	sluh
赛事	slui
苏黎世	slui
锁定胜局	sduj
算得上是	sduu
所得税	sduv
苏打水	sduv
赛制	slvi
所到之处	sdvi
僧多粥少	sdvu
塞外	slwl
赛文	slwf
腮腺	slxm
私底下	sdxw
塞牙	slya
赛扬	slyh
四大洋	sdyh
搔到痒处	sdyi
塞子	slzi
色笔	sebi
色斑	sebj
死而不僵	sebj
色变	sebm
色而不淫	seby
色彩	secl
色带	sedl
色胆	sedj
色调	sedc
色度	sedu
死而复生	sefu
色光	segd
色鬼	segv
死而后已	sehy
色差	seia
塞积	seji
色戒	sejx
色觉	sejt
色块	seky
色拉	sela
色狼	selh
酸儿辣女	seln
色盲	semh
色迷	semi
色魔	semo
色谱	sepu
色情	seqy
色球	seqq
色弱	sero
瑟瑟	sese
瑟缩	seso
色素	sesu
色图	setu
色衰	seuy
色值	sevi
涩滞	sevi
萨尔瓦多	sewd
色温	sewf
死而无憾	sewh
涩味	sewz
塞尔维亚	sewy
色心	sexn
色系	sexi
色相	sexd
色样	seyh
色艺	seyi
色欲	seyu
色晕	seyp
色诱	seyb
色泽	seze
四方八面	sfbm
司法部门	sfbm
私房菜	sfcl
随风倒	sfdk
司法独立	sfdl
随风而去	sfeq
随风而逝	sfeu
司法程序	sfix
司法局	sfju
森林	sfln
三番两次	sflc
三房两厅	sflt
三方面	sfmm
随风飘扬	sfpy
私房钱	sfqm
随风潜入夜	sfqy
嫂夫人	sfrf
森然	sfrj
三番四次	sfsc
森森	sfsf
送佛送到西	sfsx
三伏天	sftm
三分天下	sftx
随风转舵	sfvd
司法制度	sfvd
三分之二	sfve
三分钟	sfvs
三分之一	sfvy
四分之一	sfvy
三番五次	sfwc
四分五裂	sfwl
索菲亚	sfya
森严	sfyj
三房一厅	sfyt
随风摇曳	sfyy
三个半	sgbj
三观不正	sgbv
三更半夜	sgby
僧道	sgdk
三更灯火五更鸡	sgdj
三国鼎立	sgdl
三个多小时	sgdu
三个多钟	sgdv
三个多月	sgdy
三个方面	sgfm
损公肥私	sgfs
三个和尚没水吃	sghi
三个臭皮匠	sgij
三观尽毁	sgjh
三跪九叩	sgjk
萨格勒布	sglb
苏格拉底	sgld
苏格兰	sglj
三姑六婆	sglp
僧侣	sglv
三宫六院	sgly
仨瓜俩枣	sglz
僧帽	sgmk
塑钢门	sgmf
三顾茅庐	sgml
僧面	sgmm
四顾茫然	sgmr
僧尼	sgni
送给你	sgni
僧袍	sgpk
算个屁	sgpi
三管齐下	sgqx
僧人	sgrf
三个人	sgrf
死贵死贵	sgsg
僧俗	sgsu
僧徒	sgtu
三更时分	sguf
三国志	sgvi
赛过诸葛亮	sgvl
僧众	sgvs
三个钟	sgvs
三个钟头	sgvt
三纲五常	sgwi
送给我	sgwo
四顾无人	sgwr
三个问题	sgwt
三个星期	sgxq
三个小时	sgxu
死过一次	sgyc
僧衣	sgyi
僧院	sgyr
三个月	sgyt
四个月	sgyt
三国演义	sgyy
三个字	sgzi
四个字	sgzi
桑巴	shba
丝毫不差	shbi
死活不信	shbx
桑蚕	shcj
扫黄打非	shdf
丧胆	shdj
松花蛋	shdj
死灰复燃	shfr
丧服	shfu
丧父	shfu
死灰槁木	shgm
桑果	shgo
丧尽	shjn
三花聚顶	shjd
松花江	shjd
随行就市	shju
四化建设	shju
丧假	shjw
撒哈拉	shla
桑林	shln
丧礼	shli
撒哈拉沙漠	shlm
丧魂落魄	shlp
丧乱	shlr
桑麻	shma
嗓门	shmf
丧命	shmy
桑苗	shmc
丧母	shmu
桑拿	shna
丧偶	shou
丧气	shqi
三魂七魄	shqp
丧权	shqr
四环素	shsu
岁寒三友	shsy
桑田	shtm
死胡同	shts
桑葚	shuf
丧身	shuf
丧生	shug
丧失	shui
丧事	shui
俗话说	shuo
四海升平	shup
桑树	shuu
四海之内皆兄弟	shvd
丧钟	shvs
三皇五帝	shwd
四海为家	shwj
三呼万岁	shws
三好学生	shxu
嗓音	shyn
松鹤延年	shyn
桑叶	shye
四海一家	shyj
丧葬	shzh
嗓子	shzi
桑梓	shzi
四百	sibl
私奔	sibf
撕逼	sibi
四壁	sibi
死板	sibj
丝板	sibj
思辨	sibm
四边	sibm
思辩	sibm
四处奔走	sibz
四倍	sibz
四层	sicg
似曾	sicg
私藏	sich
四次	sici
思忖	sicp
厮打	sida
四大	sida
丝带	sidl
四代	sidl
死党	sidh
死敌	sidi
死地	sidi
私邸	sidi
死定	sidy
四点	sidm
撕掉	sidc
死掉	sidc
四度	sidu
四川大学	sidx
四分	siff
私分	siff
私愤	siff
祀奉	sifg
四方	sifh
私房	sifh
私访	sifh
私服	sifu
伺服	sifu
搜肠刮肚	sigd
死光	sigd
四个	sige
死过	sigo
四国	sigo
四顾	sigu
私股	sigu
死鬼	sigv
思归	sigv
丝瓜	sigw
丝毫	sihk
四号	sihk
四海	sihl
四害	sihl
四合	sihe
嘶喊	sihj
撕坏	sihy
死活	siho
私货	siho
私活	siho
死缓	sihr
四环	sihr
似乎	sihu
丝滑	sihw
四化	sihw
私话	sihw
厮混	sihp
死后	sihb
思潮	siik
私拆	siil
撕扯	siie
死撑	siig
四成	siig
四川	siir
四重	siis
四处	siiu
思春	siip
丝绸	siib
丝巾	sijn
司机	siji
死机	siji
四季	siji
死寂	siji
伺机	siji
三叉戟	siji
四级	siji
四溅	sijm
四键	sijm
死角	sijc
四角	sijc
嘶叫	sijc
私交	sijc
死局	siju
私家	sijw
四家	sijw
撕开	sikl
死磕	sike
似可	sike
私刻	sike
四库	siku
私库	siku
司库	siku
四邻	siln
死牢	silk
三叉路口	silk
死缠烂打	sild
三长两短	sild
思量	sild
死了	sile
私立	sili
私利	sili
撕烂	silj
司令	sily
饲料	silc
私聊	silc
私了	silc
丝料	silc
四六	silq
思路	silu
三岔路	silu
死路	silu
四路	silu
思虑	silv
四轮	silp
四楼	silb
司马	sima
四码	sima
四门	simf
私密	simi
死命	simy
四名	simy
四面	simm
丝棉	simm
寺庙	simc
私募	simu
思谋	simb
私囊	sinh
死难	sinj
思南	sinj
思念	sinm
私念	sinm
四年	sinm
肆虐	sint
四品	sipn
撕票	sipc
撕破	sipo
思潮起伏	siqf
死期	siqi
四起	siqi
私情	siqy
四强	siqd
四千	siqm
思迁	siqm
死钱	siqm
死前	siqm
死囚	siqq
死去	siqu
四区	siqu
私人	sirf
死人	sirf
四日	siri
丝绒	sirs
死死	sisi
丝丝	sisi
四散	sisj
思索	siso
四岁	sisv
撕碎	sisv
死胎	sitl
四体	siti
四天	sitm
私通	sits
斯通	sits
司徒	situ
私吞	sitp
厮杀	siua
四射	siue
私设	siue
死神	siuf
四川省	siug
私生	siug
四声	siug
丝绳	siug
死伤	siuh
私商	siuh
四十	siui
私事	siui
四时	siui
死尸	siui
私塾	siuu
四书	siuu
死水	siuv
似水	siuv
泗水	siuv
死守	siub
厮守	siub
私售	siub
私宅	sivl
丝绸之路	sivl
死者	sive
四肢	sivi
丝织	sivi
死战	sivj
私占	sivj
丝竹	sivu
四周	sivb
丝袜	siwa
斯文	siwf
死亡	siwh
丝网	siwh
四万	siwj
思维	siwz
四围	siwz
死心	sixn
私信	sixn
私心	sixn
死刑	sixy
肆行	sixy
思想	sixd
思乡	sixd
死穴	sixt
思绪	sixu
私下	sixw
撕下	sixw
死讯	sixp
嘶哑	siya
死因	siyn
私印	siyn
撕咬	siyk
饲养	siyh
肆意	siyi
司仪	siyi
四亿	siyi
私营	siyy
死硬	siyy
寺院	siyr
四源	siyr
私用	siys
四月	siyt
死于	siyu
私欲	siyu
私语	siyu
私有	siyb
似有	siyb
死在	sizl
四则	size
私自	sizi
四座	sizo
死罪	sizv
四重奏	sizb
三重奏	sizb
三八	sjba
三百	sjbl
三本	sjbf
四脚八叉	sjbi
伞兵	sjby
三遍	sjbm
散播	sjbo
散步	sjbu
散布	sjbu
三步	sjbu
三倍	sjbz
三北	sjbz
私家菜	sjcl
三才	sjcl
三层	sjcg
三次	sjci
三餐	sjcj
三从	sjcs
散打	sjda
三大	sjda
三代	sjdl
三等	sjdg
三挡	sjdh
三地	sjdi
散弹	sjdj
三点	sjdm
三多	sjdo
三季度	sjdu
四季度	sjdu
三都	sjdu
酸碱度	sjdu
三对	sjdv
三顿	sjdp
伺机而动	sjed
散发	sjfa
四季发财	sjfc
三份	sjff
三分	sjff
撒酒疯	sjfg
三方	sjfh
四季分明	sjfm
三伏	sjfu
三个	sjge
三更	sjgg
散光	sjgd
三国	sjgo
三观	sjgr
三关	sjgr
三极管	sjgr
散工	sjgs
三公	sjgs
三号	sjhk
三好	sjhk
三盒	sjhe
三结合	sjhe
三河	sjhe
三句话不离本行	sjhh
三行	sjhh
散伙	sjho
散户	sjhu
散会	sjhv
三句话	sjhw
私家车	sjie
三成	sjig
散场	sjih
三场	sjih
三尺	sjii
四季常青	sjiq
三重	sjis
四脚朝天	sjit
三处	sjiu
所见即所得	sjjd
三江	sjjd
三级	sjji
散记	sjji
司局级	sjji
三集	sjji
三教九流	sjjl
散件	sjjm
三件	sjjm
三角	sjjc
三九	sjjq
散酒	sjjq
三句	sjju
散居	sjju
散架	sjjw
三甲	sjjw
三军	sjjp
散开	sjkl
散客	sjke
三角裤	sjku
散了	sjle
三菱	sjly
三两	sjld
三辆	sjld
散落	sjlo
三流	sjlq
散乱	sjlr
三乱	sjlr
所见略同	sjlt
三略	sjlt
三局两胜	sjlu
三路	sjlu
三类	sjlz
三轮	sjlp
三楼	sjlb
三码	sjma
三民	sjmn
三门	sjmf
三驾马车	sjmi
散漫	sjmj
三名	sjmy
三明	sjmy
三面	sjmm
三枚	sjmz
三昧	sjmz
三年	sjnm
三品	sjpn
三排	sjpl
三盆	sjpf
三批	sjpi
三匹	sjpi
三盘	sjpj
三瓶	sjpy
三篇	sjpm
三陪	sjpz
三聚氰胺	sjqa
三七	sjqi
三期	sjqi
三起	sjqi
三缄其口	sjqk
三强	sjqd
三千	sjqm
丧家犬	sjqr
三圈	sjqr
散去	sjqu
三区	sjqu
散热	sjre
三人	sjrf
三日	sjri
四季如春	sjri
耸肩缩背	sjsb
随叫随到	sjsd
三色	sjse
三江四海	sjsh
三思	sjsi
三四	sjsi
散散	sjsj
三岁	sjsv
所见所闻	sjsw
三套	sjtk
三台	sjtl
丧尽天良	sjtl
三天	sjtm
三条	sjtc
三通	sjts
散沙	sjua
散射	sjue
三上	sjuh
三十	sjui
散失	sjui
三件事	sjui
三居室	sjui
三时	sjui
三世	sjui
三是	sjui
四居室	sjui
色即是空	sjuk
三水	sjuv
散水	sjuv
散手	sjub
三朝	sjvk
三者	sjve
三张	sjvh
三只	sjvi
散装	sjvd
丧家之犬	sjvq
三周	sjvb
三角洲	sjvb
散文	sjwf
三万	sjwj
三五	sjwu
三无	sjwu
三围	sjwz
三维	sjwz
三位	sjwz
散心	sjxn
散席	sjxi
三星	sjxy
三角形	sjxy
随机性	sjxy
三线	sjxm
三小	sjxc
三峡	sjxw
三夏	sjxw
三亚	sjya
死记硬背	sjyb
随机应变	sjyb
散养	sjyh
三洋	sjyh
三元	sjyr
三月	sjyt
送旧迎新	sjyx
三藏	sjzh
三资	sjzi
三字	sjzi
散座	sjzo
三座	sjzo
司空见惯	skjg
萨克拉门托	sklt
斯科普里	skpl
萨克斯	sksi
缫丝	sksi
思考题	skti
随口一说	skyu
随口一问	skyw
思考一下	skyx
算了吧	slba
四两拨千斤	slbj
酸了吧唧	slbj
司令部	slbu
塑料布	slbu
塑料袋	sldl
斯洛伐克	slfk
三六九等	sljd
斯洛克	slke
僧来看佛面	slkm
松了口气	slkq
塞拉利昂	slla
酸溜溜的	slld
斯里兰卡	sllk
酸溜溜	sllq
所罗门	slmf
塞勒姆	slmu
苏里南	slnj
苏利南	slnj
色厉内荏	slnr
四轮驱动	slqd
萨拉热窝	slrw
耸了耸肩	slsj
算了算了	slsl
算了算	slsr
缩略图	sltu
死里逃生	sltu
三令五申	slwu
森罗万象	slwx
斯洛文尼亚	slwy
斯拉维尼亚	slwy
思来想去	slxq
三两下	slxw
松了一口气	slyq
司令员	slyr
死路一条	slyt
撒拉族	slzu
四面八方	smbf
死马当活马医	smdy
死马当作活马医	smdy
司马光	smgd
四面楚歌	smig
素面朝天	smit
四目交投	smjt
四面开花	smkh
索马里	smli
色眯眯	smmi
色迷迷	smmi
岁末年关	smng
岁末年初	smni
驷马难追	smnv
素昧平生	smpu
赛码器	smqi
司马迁	smqm
司马青衫	smqu
似模似样	smsy
酸梅汤	smth
四面受敌	smud
三昧真火	smvh
三明治	smvi
司马昭之心	smvx
三民主义	smvy
四目相对	smxd
扫描仪	smyi
随你吧	snba
三年不鸣	snbm
三年不开张	snbv
随你的便	sndb
死脑筋	snjn
塞内加尔	snje
三年级	snji
四年级	snji
斯诺克	snke
三年两载	snlz
三年前	snqm
四年前	snqm
三年五载	snwz
索爱	soai
所爱	soai
锁边	sobm
缩编	sobm
所赐	soci
索道	sodk
所得	sode
锁定	sody
缩短	sodr
缩放	sofh
所犯	sofj
锁国	sogo
锁骨	sogu
梭哈	soha
锁好	sohk
所耗	sohk
缩合	sohe
所获	soho
索还	sohr
索贿	sohv
缩回	sohv
所成	soig
所称	soig
所长	soih
所处	soiu
所出	soiu
缩进	sojn
缩紧	sojn
所及	soji
所经	sojy
缩减	sojm
所见	sojm
所建	sojm
索解	sojx
所居	soju
索价	sojw
所加	sojw
锁孔	soks
锁扣	sokb
所扣	sokb
锁了	sole
缩了	sole
缩量	sold
锁链	solm
所料	solc
梭罗	solo
所列	solx
缩略	solt
所累	solz
锁门	somf
锁眉	somz
唢呐	sona
索拿	sona
琐呐	sona
所能	song
索尼	soni
所派	sopl
锁屏	sopy
所迫	sopo
索赔	sopz
所欠	soqm
所签	soqm
索取	soqu
所取	soqu
索然	sorj
锁死	sosi
所思	sosi
琐碎	sosv
锁体	soti
所提	soti
所托	soto
锁帖	sotx
锁头	sotb
缩头	sotb
所杀	soua
所设	soue
锁上	souh
琐事	soui
唆使	soui
所示	soui
所说	souo
所属	souu
所述	souu
缩水	souv
所受	soub
所售	soub
缩窄	sovl
索证	sovg
所征	sovg
所致	sovi
所知	sovi
所至	sovi
所指	sovi
锁住	sovu
所闻	sowf
所无	sowu
所务	sowu
所谓	sowz
所为	sowz
缩微	sowz
锁芯	soxn
所系	soxi
琐细	soxi
索性	soxy
所幸	soxy
所限	soxm
缩小	soxc
所学	soxt
所需	soxu
所辖	soxw
索引	soyn
缩印	soyn
索要	soyk
所要	soyk
所以	soyi
所言	soyj
锁眼	soyj
缩影	soyy
所应	soyy
所愿	soyr
锁钥	soyt
梭鱼	soyu
所有	soyb
所在	sozl
缩在	sozl
梭子	sozi
所做	sozo
所作	sozo
四平八稳	spbw
撒泼打滚	spdg
斯普林菲尔德	spld
死皮赖脸	spll
撕破脸	splm
撕破脸皮	splp
塞浦路斯	spls
撒泡尿照照	spnv
孙女	spnv
三朋四友	spsy
死乞白赖	sqbl
三拳不敌四手	sqbu
俗气得很	sqdh
三七二十一	sqey
三权分立	sqfl
三千烦恼丝	sqfs
死去活来	sqhl
死气沉沉	sqii
三千宠爱在一身	sqiu
三七开	sqkl
算起来	sqll
三拳两脚	sqlj
死翘翘	sqqc
丧权辱国	sqrg
速去速回	sqsh
三妻四妾	sqsq
三请四邀	sqsy
虽千万人吾往矣	sqwy
思前想后	sqxh
三缺一	sqyi
损人不利己	srbj
蒜瓣	srbj
虽然不能	srbn
虽然不是	srbu
酸菜	srcl
私人财产	srci
算错	srco
酸的	srde
送入洞房	srdf
算定	srdy
酸度	srdu
算法	srfa
酸腐	srfu
算过	srgo
算卦	srgw
算好	srhk
蒜黄	srhd
算话	srhw
三人成虎	srih
算出	sriu
酸楚	sriu
酸臭	srib
算进	srjn
算计	srji
酸碱	srjm
酸苦	srku
酸辣	srla
算啦	srla
算来	srll
算了	srle
损人利己	srlj
酸类	srlz
酸麻	srma
算吗	srma
算命	srmy
虽然没有	srmy
蒜苗	srmc
酸梅	srmz
虽然没	srmz
酸钠	srna
酸奶	srnl
蒜泥	srni
算你	srni
蒜农	srns
算盘	srpj
肃然起敬	srqj
算清	srqy
思如泉涌	srqy
私人企业	srqy
送人情	srqy
酸软	srrr
蒜蓉	srrs
酸乳	srru
酸涩	srse
色若死灰	srsh
算算	srsr
酸酸	srsr
酸笋	srsp
蒜薹	srtl
酸疼	srtg
酸甜	srtm
酸痛	srts
耸人听闻	srtw
蒜头	srtb
算啥	srua
算上	sruh
算是	srui
算式	srui
酸爽	srud
算数	sruu
算术	sruu
算账	srvh
算帐	srvh
酸胀	srvh
三日之内	srvn
算准	srvp
算我	srwo
酸味	srwz
索然无味	srww
酸性	srxy
三人行	srxy
洒热血	srxt
算下	srxw
